latitude,longitude,area_in_meters,confidence,full_plus_code,Country,Province,State,StateDistrict,County,Town,City,Suburb,Type,AddressType,Amenity,OSM_Type,OSM_ID,Building_material,Roof_materials,Surface,Elevation,geometry,height_net,height_gross,vol_2025,vol_2030,pop_2025,pop_2030
-13.91771414,33.74500416,112.3121,0.9109,5GRM3PJW+W26C,,,,,,,,,,,,,,,,,1103,POINT (33.74500416 -13.91771414),6.4019951820373535,3.121683120727539,31223.0,31223.0,67.04518127441406,81.31599426269531
-15.08982124,39.29863087,68.1082,0.903,5GPXW76X+3FC2,Moçambique,,Nampula,Cidade de Nampula,,,Nampula,,unclassified,road,,way,591862938.0,,,,419,POINT (39.29863087 -15.08982124),2.642091751098633,0.4907843768596649,5081.0,5081.0,27.074909210205078,33.33563995361328
-14.03980545,33.8178266,87.6872,0.9086,5GQMXR69+34GM,,,,,,,,,,,,,,,,,1131,POINT (33.8178266 -14.03980545),5.043640613555908,0.9765194058418274,10082.0,10082.0,32.52862548828125,39.63448715209961
-15.83641991,35.51334744,94.6293,0.935,5GPQ5G77+C8Q6,,,,,,,,,,,,,,,,,711,POINT (35.51334744 -15.83641991),2.5,0.6258424520492554,6255.0,6255.0,20.7376651763916,22.161691665649414
-16.03273056,36.97504647,64.8364,0.9021,5GMRXX8G+W23M,Moçambique,,Zambézia,,,Namarroi,,,unclassified,road,,way,276014671.0,,,,524,POINT (36.97504647 -16.03273056),2.5,0.3706675171852112,3898.0,3898.0,14.594426155090332,14.18028736114502
-14.32910616,35.28410788,68.6748,0.9088,5GQQM7CM+9J5M,,,,,,,,,,,,,,,,,483,POINT (35.28410788 -14.32910616),3.162562847137451,0.7427342534065247,7438.0,7438.0,90.15556335449219,101.1160888671875
-14.01142964,33.78172696,171.9963,0.9197,5GQMXQQJ+CMHV,,,,,,,,,,,,,,,,,1080,POINT (33.78172696 -14.01142964),6.846714973449707,2.653512954711914,26552.0,26552.0,322.8686218261719,393.8563537597656
-15.6182617,32.77419714,2867.3781,0.9123,5GPJ9QJF+MMWF,Moçambique,,Tete,Cahora-Bassa,,Songo,,,unclassified,road,,way,473846013.0,,,,886,POINT (32.77419714 -15.6182617),5.063111305236816,1.4149675369262695,17184.0,17184.0,84.8598403930664,94.48736572265625
-15.8590553,35.03179085,154.9802,0.9183,5GPQ42RJ+9PFM,,,,,,,,,,,,,,,,,1085,POINT (35.03179085 -15.8590553),2.5,0.008232499472796917,85.0,85.0,0.7067885994911194,0.7117679119110107
-13.7116197,39.8109466,111.2177,0.9011,5GRX7RQ6+9947,Moçambique,,Nampula,Eráti,,Namapa,,,unclassified,road,,way,389082763.0,,,,240,POINT (39.8109466 -13.7116197),2.6228673458099365,0.0009048891952261329,8.0,8.0,0.024703750386834145,0.025017937645316124
